dep_var,Charlotte,Raleigh,New Orleans,Nashville,Tampa,Miami,Port St. Lucie,Orlando,Jacksonville,Atlanta,Baltimore,Washington DC,Detroit,Grand Rapids,Dayton,Cincinnati,Indianapolis,Cleveland,Columbus,Pittsburgh,Buffalo,New York,Newark,Philadelphia,Providence,Boston,Manchester,Bridgeport,Minneapolis,Milwaukee,Chicago,St. Louis,Denver,Kansas City,Austin,San Antonio,Houston,Fort Worth,Dallas,Phoenix,Salt Lake City,Fresno,Sacramento,San Jose,San Francisco,Las Vegas,San Diego,Los Angeles,Portland,Seattle
0.35547766,1.18134E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36892325,0,1.67916E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37747043,0,0,9.09218E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37838882,0,0,0,1.44548E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37731031,0,0,0,0,6.45688E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40504864,0,0,0,0,0,3.58808E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38502336,0,0,0,0,0,0,1.0721E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38519341,0,0,0,0,0,0,0,8.14811E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35846871,0,0,0,0,0,0,0,0,1.09669E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35831201,0,0,0,0,0,0,0,0,0,4.68204E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37366968,0,0,0,0,0,0,0,0,0,0,8.43286E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
