date,prec,tmin,tmean,tmax,qt
1986-04-09,1.05,25.55,26.05,26.55,4.97
1986-04-10,2.84,25.6,26.1,26.6,4.868
1986-04-11,1.22,25.85,26.35,26.85,4.732
1986-04-12,1.23,25.55,26.05,26.55,4.613
1986-04-13,4.09,27.2,27.7,28.2,4.554
1986-04-14,2.81,27.8,28.3,28.8,4.418
1986-04-15,5.69,26.7,27.2,27.7,4.367
1986-04-16,15.32,27.05,27.55,28.05,5.012
1986-04-17,0.93,23.8,24.3,24.8,5.191
1986-04-18,0.05,23.4,23.9,24.4,4.528
1986-04-19,3.07,24.7,25.2,25.7,4.231
1986-04-20,6.93,26.3,26.8,27.3,4.817
1986-04-21,2.39,25.75,26.25,26.75,4.562
1986-04-22,0.74,26.25,26.75,27.25,4.103
1986-04-23,7.8,25.55,26.05,26.55,4.027
1986-04-24,34.98,24.9,25.4,25.9,4.613
1986-04-25,0.43,26,26.5,27,7.476
1986-04-26,0.3,25.75,26.25,26.75,4.783
1986-04-27,0.08,26.5,27,27.5,4.299
1986-04-28,2.85,26.05,26.55,27.05,4.171
1986-04-29,3.29,26.9,27.4,27.9,4.12
1986-04-30,3.36,25.25,25.75,26.25,4.027
1986-05-01,10.12,25.1,25.6,26.1,3.95
1986-05-02,8.67,26.7,27.2,27.7,3.916
1986-05-03,2.83,24.7,25.2,25.7,4.018
1986-05-04,48.17,26.05,26.55,27.05,4.554
1986-05-05,1.11,25,25.5,26,4.103
1986-05-06,6.12,22.85,23.35,23.85,3.882
1986-05-07,5.19,25.85,26.35,26.85,3.882
1986-05-08,0.67,23.6,24.1,24.6,3.729
1986-05-09,0.01,25.25,25.75,26.25,3.577
1986-05-10,0.12,26.4,26.9,27.4,3.432
1986-05-11,0.75,25.8,26.3,26.8,3.432
1986-05-12,0.28,26.3,26.8,27.3,3.288
1986-05-13,19.03,26.8,27.3,27.8,5.896
1986-05-14,1.3,26.9,27.4,27.9,3.568
1986-05-15,0.88,26.25,26.75,27.25,3.288
1986-05-16,16.04,26.3,26.8,27.3,3.288
1986-05-17,0.59,27.25,27.75,28.25,2.888
1986-05-18,1.59,28.05,28.55,29.05,3.152
1986-05-19,0.35,26.5,27,27.5,3.007
1986-05-20,11.98,27.1,27.6,28.1,3.101
1986-05-21,22.56,25.85,26.35,26.85,3.738
1986-05-22,10.51,24.65,25.15,25.65,4.571
1986-05-23,22.23,25.65,26.15,26.65,4.503
1986-05-24,3.66,26.25,26.75,27.25,4.842
1986-05-25,12.01,25.85,26.35,26.85,4.29
1986-05-26,25.31,27.25,27.75,28.25,5.887
1986-05-27,30.97,26.8,27.3,27.8,9.863
1986-05-28,8.61,25.65,26.15,26.65,13.1
1986-05-29,10.72,24.9,25.4,25.9,7.332
1986-05-30,0.64,25.3,25.8,26.3,6.27
1986-05-31,1.34,27.1,27.6,28.1,5.497
1986-06-01,6.38,27.3,27.8,28.3,5.029
1986-06-02,0.86,27.1,27.6,28.1,4.783
1986-06-03,4.75,26.3,26.8,27.3,4.732
1986-06-04,20.7,27.9,28.4,28.9,5.717
1986-06-05,17.95,26.9,27.4,27.9,6.728
1986-06-06,32.63,25.65,26.15,26.65,9.311
1986-06-07,6.43,25.95,26.45,26.95,7.799
1986-06-08,25.06,26.25,26.75,27.25,8.733
1986-06-09,7.86,26.25,26.75,27.25,8.241
1986-06-10,15.83,26.4,26.9,27.4,6.847
1986-06-11,1.3,25.45,25.95,26.45,6.338
1986-06-12,14.45,23.9,24.4,24.9,5.862
1986-06-13,22.48,26.45,26.95,27.45,6.55
1986-06-14,2.3,24.45,24.95,25.45,6.142
1986-06-15,3.68,26,26.5,27,6.117
1986-06-16,10.36,25.6,26.1,26.6,5.802
1986-06-17,15.49,26.6,27.1,27.6,6.04
1986-06-18,14.8,27.2,27.7,28.2,6.253
1986-06-19,16.93,26.6,27.1,27.6,6.389
1986-06-20,11.12,26.6,27.1,27.6,6.881
1986-06-21,8.98,25.8,26.3,26.8,8.903
1986-06-22,28.93,26.6,27.1,27.6,7.867
1986-06-23,16.82,26.8,27.3,27.8,10.5
1986-06-24,5.09,24.25,24.75,25.25,10.101
1986-06-25,47.68,25.85,26.35,26.85,8.827
1986-06-26,10.17,26.2,26.7,27.2,9.192
1986-06-27,37.57,25.9,26.4,26.9,10.398
1986-06-28,10.58,26.6,27.1,27.6,13.796
1986-06-29,13.22,26.6,27.1,27.6,11.995
1986-06-30,22.66,27,27.5,28,14.196
1986-07-01,15.7,24.8,25.3,25.8,14.298
1986-07-02,14.19,23.95,24.45,24.95,11.902
1986-07-03,1.94,25.2,25.7,26.2,11.002
1986-07-04,2.17,27,27.5,28,9.982
1986-07-05,10.19,27.05,27.55,28.05,9.031
1986-07-06,14.53,27.2,27.7,28.2,9.71
1986-07-07,2.14,24.6,25.1,25.6,8.716
1986-07-08,1.62,23.95,24.45,24.95,7.79
1986-07-09,55.27,26.2,26.7,27.2,8.19
1986-07-10,42.49,25.25,25.75,26.25,20.202
1986-07-11,7.58,26,26.5,27,12.199
1986-07-12,4.75,26.4,26.9,27.4,9.736
1986-07-13,19.3,24.15,24.65,25.15,9.872
1986-07-14,20.3,26.2,26.7,27.2,10.101
1986-07-15,40.46,26.8,27.3,27.8,10.696
1986-07-16,19.99,25.6,26.1,26.6,14.697
1986-07-17,5.3,24.65,25.15,25.65,10.398
1986-07-18,13.63,24.85,25.35,25.85,11.698
1986-07-19,4.06,26,26.5,27,10.398
1986-07-20,20.7,25.4,25.9,26.4,8.852
1986-07-21,12.24,26.8,27.3,27.8,8.249
1986-07-22,7.01,27,27.5,28,8.011
1986-07-23,24.35,25.8,26.3,26.8,7.79
1986-07-24,1.18,26,26.5,27,8.241
1986-07-25,1.2,25.6,26.1,26.6,7.51
1986-07-26,1.99,26.4,26.9,27.4,8.088
1986-07-27,14.32,26.55,27.05,27.55,12.199
1986-07-28,13.43,26.25,26.75,27.25,10.101
1986-07-29,3.77,27.35,27.85,28.35,8.139
1986-07-30,14.17,25.2,25.7,26.2,7.697
1986-07-31,46.96,27.4,27.9,28.4,9.226
1986-08-01,27.24,26,26.5,27,19.301
1986-08-02,4.06,26.8,27.3,27.8,18.596
1986-08-03,10.12,26.6,27.1,27.6,11.8
1986-08-04,38.78,26.8,27.3,27.8,11.002
1986-08-05,8.24,26,26.5,27,12.998
1986-08-06,11.78,23.35,23.85,24.35,10.296
1986-08-07,16.87,25.4,25.9,26.4,9.438
1986-08-08,20.42,27.65,28.15,28.65,8.878
1986-08-09,1.89,27.4,27.9,28.4,8.453
1986-08-10,13.48,28.2,28.7,29.2,8.512
1986-08-11,1.6,26.4,26.9,27.4,7.739
1986-08-12,9.85,27.8,28.3,28.8,9.09
1986-08-13,2.61,27.05,27.55,28.05,8.376
1986-08-14,9.93,24.15,24.65,25.15,7.637
1986-08-15,2.01,26.05,26.55,27.05,7.467
1986-08-16,3.78,24.45,24.95,25.45,7.416
1986-08-17,29.51,26.8,27.3,27.8,8.827
1986-08-18,28.75,24.45,24.95,25.45,7.816
1986-08-19,21.74,26.2,26.7,27.2,7.901
1986-08-20,21.34,25.6,26.1,26.6,8.13
1986-08-21,12.32,24.55,25.05,25.55,8.342
1986-08-22,19.8,27.2,27.7,28.2,10.398
1986-08-23,3.12,27,27.5,28,9.727
1986-08-24,2.31,25.05,25.55,26.05,8.173
1986-08-25,8.77,26.45,26.95,27.45,7.663
1986-08-26,10.14,25.85,26.35,26.85,7.365
1986-08-27,15.18,26.4,26.9,27.4,6.992
1986-08-28,5.73,27.65,28.15,28.65,6.677
1986-08-29,13.75,25.4,25.9,26.4,6.881
1986-08-30,12.34,25.6,26.1,26.6,6.966
1986-08-31,7.42,26.8,27.3,27.8,6.592
1986-09-01,37,26.4,26.9,27.4,6.499
1986-09-02,19.57,26.6,27.1,27.6,6.363
1986-09-03,12.97,26.2,26.7,27.2,7.34
1986-09-04,4.02,26.8,27.3,27.8,7.467
1986-09-05,5.26,26.65,27.15,27.65,6.677
1986-09-06,5.39,28.2,28.7,29.2,6.321
1986-09-07,12.59,28.05,28.55,29.05,6.898
1986-09-08,0.65,27,27.5,28,7.247
1986-09-09,10.96,26.2,26.7,27.2,6.431
1986-09-10,4.99,27.2,27.7,28.2,5.59
1986-09-11,24.64,27.2,27.7,28.2,5.547
1986-09-12,15.23,26.2,26.7,27.2,5.318
1986-09-13,2.4,26.2,26.7,27.2,5.463
1986-09-14,3.11,25.45,25.95,26.45,5.318
1986-09-15,20.14,25.2,25.7,26.2,5.106
1986-09-16,7.43,26.4,26.9,27.4,4.97
1986-09-17,5.89,25.6,26.1,26.6,4.893
1986-09-18,13.57,25.6,26.1,26.6,4.63
1986-09-19,17.84,26.45,26.95,27.45,4.791
1986-09-20,5.52,27.4,27.9,28.4,5.403
1986-09-21,23.31,27.2,27.7,28.2,5.649
1986-09-22,16.78,25.8,26.3,26.8,5.828
1986-09-23,20.67,26.2,26.7,27.2,6.516
1986-09-24,3.69,26.8,27.3,27.8,6.813
1986-09-25,10.95,27.45,27.95,28.45,6.856
1986-09-26,9.18,27.25,27.75,28.25,7.79
1986-09-27,19.81,26.6,27.1,27.6,10.398
1986-09-28,22.2,26.85,27.35,27.85,7.952
1986-09-29,16.88,26.2,26.7,27.2,6.881
1986-09-30,19.21,27.4,27.9,28.4,6.473
1986-10-01,19.83,27.85,28.35,28.85,8.308
1986-10-02,8.17,27.65,28.15,28.65,8.088
1986-10-03,2.87,26.4,26.9,27.4,6.711
1986-10-04,14.56,26.4,26.9,27.4,8.946
1986-10-05,29.9,27.2,27.7,28.2,12.497
1986-10-06,3.7,25.6,26.1,26.6,10.398
1986-10-07,12.16,26,26.5,27,9.761
1986-10-08,14.81,26.6,27.1,27.6,11.401
1986-10-09,23.7,26.2,26.7,27.2,14.502
1986-10-10,12.4,26.4,26.9,27.4,12.199
1986-10-11,15.28,24.6,25.1,25.6,10.398
1986-10-12,49.46,26.4,26.9,27.4,15.198
1986-10-13,12.09,26.4,26.9,27.4,13.1
1986-10-14,8.7,25,25.5,26,11.995
1986-10-15,5.5,25.4,25.9,26.4,10.696
1986-10-16,14.14,24.55,25.05,25.55,10.5
1986-10-17,0.91,26.05,26.55,27.05,9.88
1986-10-18,3.55,26.45,26.95,27.45,8.963
1986-10-19,11.06,26.9,27.4,27.9,8.495
1986-10-20,5.22,26,26.5,27,11.596
1986-10-21,12.1,24.3,24.8,25.3,9.838
1986-10-22,8.29,25.05,25.55,26.05,9.345
1986-10-23,1.94,26.8,27.3,27.8,8.682
1986-10-24,0.5,26.05,26.55,27.05,8.623
1986-10-25,5.12,27.1,27.6,28.1,9.506
1986-10-26,4.58,27,27.5,28,11.197
1986-10-27,4.47,26.45,26.95,27.45,9.625
1986-10-28,9.94,26.6,27.1,27.6,9.251
1986-10-29,2.23,26.6,27.1,27.6,9.251
1986-10-30,3.48,26.8,27.3,27.8,8.759
1986-10-31,4.79,27,27.5,28,8.436
1986-11-01,4.32,25.4,25.9,26.4,9.77
1986-11-02,0.01,26.9,27.4,27.9,8.75
1986-11-03,0.57,26.45,26.95,27.45,7.773
1986-11-04,3.41,26.9,27.4,27.9,7.518
1986-11-05,1.01,27.05,27.55,28.05,7.365
1986-11-06,0.18,26.1,26.6,27.1,7.077
1986-11-07,3.09,26.75,27.25,27.75,6.686
1986-11-08,2.81,27.1,27.6,28.1,6.287
1986-11-09,3.23,26.6,27.1,27.6,6.278
1986-11-10,10.88,26,26.5,27,6.253
1986-11-11,39.48,27,27.5,28,6.049
1986-11-12,2.29,26.75,27.25,27.75,9.761
1986-11-13,18.06,22.9,23.4,23.9,6.813
1986-11-14,9.63,24.85,25.35,25.85,6.822
1986-11-15,3.12,26.15,26.65,27.15,9.107
1986-11-16,8.47,25.95,26.45,26.95,7.527
1986-11-17,16.62,26,26.5,27,6.881
1986-11-18,5.5,25.1,25.6,26.1,7.476
1986-11-19,3.35,26.4,26.9,27.4,6.941
1986-11-20,20.2,26.2,26.7,27.2,7.629
1986-11-21,16.95,26.25,26.75,27.25,12.803
1986-11-22,1.08,23.8,24.3,24.8,9.15
1986-11-23,12.28,25.4,25.9,26.4,7.408
1986-11-24,4.64,26.05,26.55,27.05,6.592
1986-11-25,0.15,24.35,24.85,25.35,6.261
1986-11-26,5.29,25.55,26.05,26.55,6.023
1986-11-27,11.71,25.7,26.2,26.7,6.006
1986-11-28,0.94,26.05,26.55,27.05,6.202
1986-11-29,2.12,26.1,26.6,27.1,5.743
1986-11-30,0,25.4,25.9,26.4,5.497
1986-12-01,0.03,25.15,25.65,26.15,5.318
1986-12-02,6.84,25.8,26.3,26.8,5.31
1986-12-03,4.49,25.75,26.25,26.75,5.301
1986-12-04,1.79,26.45,26.95,27.45,5.004
1986-12-05,42.12,26.45,26.95,27.45,5.038
1986-12-06,53.48,26.25,26.75,27.25,6.813
1986-12-07,2.03,23.05,23.55,24.05,9.268
1986-12-08,15.41,24.9,25.4,25.9,6.083
1986-12-09,1.99,25.5,26,26.5,7.433
1986-12-10,0.09,25.7,26.2,26.7,5.989
1986-12-11,1.83,25,25.5,26,5.429
1986-12-12,3.65,24.8,25.3,25.8,5.446
1986-12-13,1.7,25.3,25.8,26.3,5.48
1986-12-14,6.51,25.7,26.2,26.7,5.318
1986-12-15,1.45,25.9,26.4,26.9,5.08
1986-12-16,3.26,24.35,24.85,25.35,5.072
1986-12-17,20.44,25.5,26,26.5,6.287
1986-12-18,1.17,24.3,24.8,25.3,9.999
1986-12-19,3.92,25.3,25.8,26.3,5.743
1986-12-20,4.32,25.75,26.25,26.75,5.318
1986-12-21,7.9,25.35,25.85,26.35,5.123
1986-12-22,10.07,25.35,25.85,26.35,4.919
1986-12-23,0.5,25.35,25.85,26.35,4.919
1986-12-24,0.13,25.1,25.6,26.1,4.554
1986-12-25,5.63,25.7,26.2,26.7,4.554
1986-12-26,0.05,26.1,26.6,27.1,4.554
1986-12-27,0.11,24.8,25.3,25.8,4.367
1986-12-28,0.2,24.65,25.15,25.65,4.197
1986-12-29,0.7,25.3,25.8,26.3,4.027
1986-12-30,0.01,25.2,25.7,26.2,4.027
1986-12-31,0.18,25.2,25.7,26.2,3.865
1987-01-01,3.34,25.2,25.7,26.2,3.865
1987-01-02,19.21,26.55,27.05,27.55,3.967
1987-01-03,0.75,24.1,24.6,25.1,4.367
1987-01-04,0.19,24.25,24.75,25.25,3.865
1987-01-05,1.84,24.85,25.35,25.85,4.197
1987-01-06,0.05,21.55,22.05,22.55,4.554
1987-01-07,0.22,22.5,23,23.5,3.865
1987-01-08,0,23.65,24.15,24.65,3.721
1987-01-09,0.07,24.8,25.3,25.8,3.568
1987-01-10,0.22,24.75,25.25,25.75,3.568
1987-01-11,9.79,24.8,25.3,25.8,3.568
1987-01-12,3.34,24.6,25.1,25.6,3.424
1987-01-13,5.15,24.95,25.45,25.95,3.568
1987-01-14,0.01,25.35,25.85,26.35,3.279
1987-01-15,0.1,25.35,25.85,26.35,3.279
1987-01-16,0.01,24.6,25.1,25.6,3.279
1987-01-17,0,24.15,24.65,25.15,3.152
1987-01-18,2.59,25.55,26.05,26.55,3.152
1987-01-19,0.48,25.55,26.05,26.55,3.016
1987-01-20,5.29,26.8,27.3,27.8,3.067
1987-01-21,0.02,25.85,26.35,26.85,3.568
1987-01-22,2.81,24.6,25.1,25.6,3.152
1987-01-23,41.58,25.65,26.15,26.65,4.358
1987-01-24,2.93,23.7,24.2,24.7,6.669
1987-01-25,3.88,23.45,23.95,24.45,4.027
1987-01-26,35.99,25.1,25.6,26.1,3.568
1987-01-27,83.53,24.75,25.25,25.75,11.698
1987-01-28,67.37,21.85,22.35,22.85,30.201
1987-01-29,21.84,21.65,22.15,22.65,21.001
1987-01-30,2.07,25.5,26,26.5,9.982
1987-01-31,0.57,24.75,25.25,25.75,7.748
1987-02-01,1.97,26.05,26.55,27.05,6.669
1987-02-02,4.47,24.75,25.25,25.75,6.193
1987-02-03,3.63,26.25,26.75,27.25,5.743
1987-02-04,4.05,26.3,26.8,27.3,5.318
1987-02-05,2.26,25.5,26,26.5,5.123
1987-02-06,1.13,26.8,27.3,27.8,4.919
1987-02-07,1.1,27.2,27.7,28.2,4.732
1987-02-08,10.09,25.65,26.15,26.65,4.732
1987-02-09,23.45,22.35,22.85,23.35,5.53
1987-02-10,3.47,22.55,23.05,23.55,7.085
1987-02-11,4.51,22.65,23.15,23.65,6.193
1987-02-12,4.89,24,24.5,25,5.123
1987-02-13,4.77,23.4,23.9,24.4,5.123
1987-02-14,0,24.45,24.95,25.45,4.919
1987-02-15,0.46,25.05,25.55,26.05,4.554
1987-02-16,0.03,26.45,26.95,27.45,4.554
1987-02-17,1.55,27.85,28.35,28.85,4.367
1987-02-18,0.18,27.1,27.6,28.1,4.197
1987-02-19,0.12,26.8,27.3,27.8,4.197
1987-02-20,3.21,26.4,26.9,27.4,4.027
1987-02-21,0.15,26.4,26.9,27.4,3.95
1987-02-22,2.07,25.85,26.35,26.85,3.865
1987-02-23,1.16,25.6,26.1,26.6,3.865
1987-02-24,1.65,25.05,25.55,26.05,3.865
1987-02-25,3.43,25.25,25.75,26.25,3.721
1987-02-26,3.36,26.6,27.1,27.6,3.721
1987-02-27,6.65,25,25.5,26,3.721
1987-02-28,0.12,26.2,26.7,27.2,3.636
1987-03-01,4.77,26.8,27.3,27.8,3.568
1987-03-02,0,26.2,26.7,27.2,3.568
1987-03-03,0.14,26.8,27.3,27.8,3.5
1987-03-04,0,25.05,25.55,26.05,3.347
1987-03-05,0.34,25.25,25.75,26.25,3.279
1987-03-06,2.52,26.05,26.55,27.05,3.279
1987-03-07,2.26,26,26.5,27,3.279
1987-03-08,0.04,26.8,27.3,27.8,3.279
1987-03-09,6.86,26.4,26.9,27.4,3.483
1987-03-10,0.01,25.25,25.75,26.25,3.279
1987-03-11,0,27.1,27.6,28.1,3.152
1987-03-12,1.53,26.8,27.3,27.8,3.016
1987-03-13,0,25.65,26.15,26.65,3.016
1987-03-14,0.05,24.15,24.65,25.15,3.016
1987-03-15,0,24.65,25.15,25.65,3.016
1987-03-16,0.04,26,26.5,27,3.016
1987-03-17,1.28,26.3,26.8,27.3,2.829
1987-03-18,0.06,27.1,27.6,28.1,2.769
1987-03-19,0.62,27.65,28.15,28.65,2.769
1987-03-20,0.66,27.2,27.7,28.2,2.769
1987-03-21,0.94,28.25,28.75,29.25,2.769
1987-03-22,11.44,28.4,28.9,29.4,2.769
1987-03-23,1.77,26.6,27.1,27.6,2.769
1987-03-24,1.7,29,29.5,30,2.829
1987-03-25,5.6,28.25,28.75,29.25,2.71
1987-03-26,0.37,28.6,29.1,29.6,2.651
1987-03-27,0.01,27.85,28.35,28.85,2.651
1987-03-28,0.52,28.25,28.75,29.25,2.591
1987-03-29,0,28.25,28.75,29.25,2.54
1987-03-30,0.36,26.2,26.7,27.2,2.54
1987-03-31,25.26,27.25,27.75,28.25,2.6
1987-04-01,24.03,26.9,27.4,27.9,10.101
1987-04-02,3.08,22.65,23.15,23.65,7.501
1987-04-03,3.62,23.4,23.9,24.4,3.721
1987-04-04,2.25,25.6,26.1,26.6,3.279
1987-04-05,8.75,26.4,26.9,27.4,3.568
1987-04-06,9.17,23.95,24.45,24.95,3.721
1987-04-07,24.58,24.55,25.05,25.55,7.238
1987-04-08,0.9,23.8,24.3,24.8,6.516
1987-04-09,7.25,26.8,27.3,27.8,4.367
1987-04-10,13.18,24.3,24.8,25.3,4.197
1987-04-11,15.96,22.85,23.35,23.85,3.865
1987-04-12,23.24,26.05,26.55,27.05,3.568
1987-04-13,8.3,25.5,26,26.5,3.865
1987-04-14,12.79,27.15,27.65,28.15,4.316
1987-04-15,3.88,27.35,27.85,28.35,5.378
1987-04-16,2.16,26.1,26.6,27.1,4.197
1987-04-17,0,26,26.5,27,3.568
1987-04-18,0,25.8,26.3,26.8,3.424
1987-04-19,0.49,26.35,26.85,27.35,3.279
1987-04-20,27.07,26,26.5,27,3.152
1987-04-21,4.91,26.1,26.6,27.1,3.865
1987-04-22,2.24,26.95,27.45,27.95,3.721
1987-04-23,0.12,25.15,25.65,26.15,3.763
1987-04-24,0.96,24.9,25.4,25.9,3.279
1987-04-25,0.36,23.8,24.3,24.8,3.279
1987-04-26,0.91,25.3,25.8,26.3,3.152
1987-04-27,0.15,24.1,24.6,25.1,3.152
1987-04-28,0.15,24,24.5,25,3.152
1987-04-29,1.37,26.05,26.55,27.05,3.016
1987-04-30,0.14,25.05,25.55,26.05,3.016
1987-05-01,0.09,24.1,24.6,25.1,3.016
1987-05-02,3.25,24.9,25.4,25.9,3.016
1987-05-03,5.71,26.9,27.4,27.9,3.823
1987-05-04,17.4,27.1,27.6,28.1,3.789
1987-05-05,10.28,27.25,27.75,28.25,5.012
1987-05-06,4.81,25.5,26,26.5,3.865
1987-05-07,8.34,26.7,27.2,27.7,3.424
1987-05-08,0.24,26.55,27.05,27.55,3.279
1987-05-09,0.86,27.1,27.6,28.1,3.016
1987-05-10,8.01,25.05,25.55,26.05,3.152
1987-05-11,9.21,25.85,26.35,26.85,3.526
1987-05-12,1.42,24.9,25.4,25.9,3.424
1987-05-13,1.14,26.65,27.15,27.65,3.016
1987-05-14,9.45,26.9,27.4,27.9,3.016
1987-05-15,19.54,23.85,24.35,24.85,5.743
1987-05-16,6.47,24.15,24.65,25.15,4.197
1987-05-17,0.3,25.2,25.7,26.2,3.424
1987-05-18,0.82,27.05,27.55,28.05,3.279
1987-05-19,7.9,27.05,27.55,28.05,3.279
1987-05-20,19.44,26.95,27.45,27.95,3.092
1987-05-21,44.91,26.35,26.85,27.35,4.825
1987-05-22,26.11,24.65,25.15,25.65,10.101
1987-05-23,1.71,24.55,25.05,25.55,8.869
1987-05-24,10.76,25.05,25.55,26.05,5.48
1987-05-25,5.6,26.1,26.6,27.1,4.757
1987-05-26,13.75,26.25,26.75,27.25,4.749
1987-05-27,5.56,26.7,27.2,27.7,4.596
1987-05-28,3.75,26.7,27.2,27.7,4.146
1987-05-29,8.28,26.95,27.45,27.95,3.967
1987-05-30,1.7,27.25,27.75,28.25,3.848
1987-05-31,17.82,26.6,27.1,27.6,5.089
1987-06-01,6.4,27.45,27.95,28.45,5.471
1987-06-02,11.1,27.6,28.1,28.6,4.256
1987-06-03,15.3,27.6,28.1,28.6,4.766
1987-06-04,16.97,27.15,27.65,28.15,4.817
1987-06-05,17.68,25,25.5,26,4.171
1987-06-06,3.19,25.2,25.7,26.2,4.596
1987-06-07,12.78,26.95,27.45,27.95,5.233
1987-06-08,18.59,27,27.5,28,5.31
1987-06-09,7.4,26.6,27.1,27.6,5.242
1987-06-10,4.23,27.65,28.15,28.65,4.842
1987-06-11,1.36,26.95,27.45,27.95,4.384
1987-06-12,46.6,27.55,28.05,28.55,4.791
1987-06-13,18.4,27.4,27.9,28.4,7.213
1987-06-14,17.08,26,26.5,27,6.992
1987-06-15,11.36,26.4,26.9,27.4,5.488
1987-06-16,20.52,26,26.5,27,7.119
1987-06-17,17.36,27,27.5,28,6.958
1987-06-18,10.35,26.4,26.9,27.4,6.006
1987-06-19,7.48,26.45,26.95,27.45,6.907
1987-06-20,1.29,27.3,27.8,28.3,6.397
1987-06-21,20.75,27.8,28.3,28.8,5.59
1987-06-22,4.17,27.8,28.3,28.8,7.433
1987-06-23,8.82,27.65,28.15,28.65,6.958
1987-06-24,15.68,27.45,27.95,28.45,5.887
1987-06-25,1.64,26.05,26.55,27.05,5.768
1987-06-26,2.02,26.7,27.2,27.7,5.547
1987-06-27,16.84,26.95,27.45,27.95,5.539
1987-06-28,23.64,26.15,26.65,27.15,5.717
1987-06-29,46.58,27.6,28.1,28.6,5.853
1987-06-30,30.32,25.95,26.45,26.95,19.701
1987-07-01,0.38,24.7,25.2,25.7,12.199
1987-07-02,28.89,25.3,25.8,26.3,12.998
1987-07-03,38.82,27.25,27.75,28.25,12.803
1987-07-04,0.57,27.25,27.75,28.25,11.596
1987-07-05,2.1,26,26.5,27,9.133
1987-07-06,0.66,26.55,27.05,27.55,8.427
1987-07-07,12.35,26.35,26.85,27.35,8.3
1987-07-08,14.05,26.05,26.55,27.05,7.697
1987-07-09,4.78,24.2,24.7,25.2,7.17
1987-07-10,4.22,26.2,26.7,27.2,6.881
1987-07-11,6.7,25.6,26.1,26.6,7.348
1987-07-12,22.83,26.8,27.3,27.8,7.416
1987-07-13,9.17,26.95,27.45,27.95,7.68
1987-07-14,4.6,26.95,27.45,27.95,9.082
1987-07-15,16.89,25.05,25.55,26.05,7.128
1987-07-16,24.91,26.8,27.3,27.8,8.623
1987-07-17,32.66,25.95,26.45,26.95,10.398
1987-07-18,22.81,27.15,27.65,28.15,15.598
1987-07-19,21.93,26,26.5,27,12.497
1987-07-20,44.77,26.4,26.9,27.4,13.202
1987-07-21,9.13,26.8,27.3,27.8,11.698
1987-07-22,23.43,24.45,24.95,25.45,9.906
1987-07-23,8.2,27.25,27.75,28.25,10.696
1987-07-24,5.47,26.75,27.25,27.75,13.601
1987-07-25,16.99,26.75,27.25,27.75,10.398
1987-07-26,8.17,25.8,26.3,26.8,9.396
1987-07-27,2.75,24.45,24.95,25.45,9.362
1987-07-28,4.54,25.3,25.8,26.3,11.401
1987-07-29,57.1,27.05,27.55,28.05,9.251
1987-07-30,15.01,26.65,27.15,27.65,8.81
1987-07-31,17.36,26.65,27.15,27.65,8.495
1987-08-01,1.56,25.2,25.7,26.2,8.266
1987-08-02,45.86,25.6,26.1,26.6,8.258
1987-08-03,33.34,26,26.5,27,8.512
1987-08-04,18.1,26.25,26.75,27.25,10.203
1987-08-05,39.14,25.9,26.4,26.9,10.9
1987-08-06,10.38,26.65,27.15,27.65,11.8
1987-08-07,48.48,25.5,26,26.5,18.197
1987-08-08,3.56,26.75,27.25,27.75,14.4
1987-08-09,9.05,25.65,26.15,26.65,11.197
1987-08-10,36.61,26.55,27.05,27.55,12.599
1987-08-11,4.18,26.55,27.05,27.55,12.199
1987-08-12,8.95,24.7,25.2,25.7,10.696
1987-08-13,10.3,26.55,27.05,27.55,10.5
1987-08-14,2.78,25.05,25.55,26.05,10.696
1987-08-15,19.5,26.25,26.75,27.25,9.566
1987-08-16,18.11,27,27.5,28,11.401
1987-08-17,0.74,25.2,25.7,26.2,11.299
1987-08-18,3.14,26.75,27.25,27.75,9.77
1987-08-19,5.37,25.1,25.6,26.1,9.608
1987-08-20,16.18,25.8,26.3,26.8,10.296
1987-08-21,12.57,26.95,27.45,27.95,12.097
1987-08-22,1.94,26.6,27.1,27.6,9.676
1987-08-23,28.79,26,26.5,27,8.912
1987-08-24,8.58,24.9,25.4,25.9,8.461
1987-08-25,14.57,26.2,26.7,27.2,8.156
1987-08-26,20.01,26.55,27.05,27.55,11.095
1987-08-27,31.28,25.3,25.8,26.3,16.498
1987-08-28,13.22,26.3,26.8,27.3,15.598
1987-08-29,7.45,24.7,25.2,25.7,12.097
1987-08-30,9.21,24.1,24.6,25.1,11.299
1987-08-31,6.86,25.7,26.2,26.7,10.101
1987-09-01,16.84,25.45,25.95,26.45,9.991
1987-09-02,13.05,24.35,24.85,25.35,9.6
1987-09-03,25.95,24.65,25.15,25.65,12.701
1987-09-04,22.93,25.5,26,26.5,11.503
1987-09-05,27.62,26.25,26.75,27.25,10.101
1987-09-06,13.21,26.6,27.1,27.6,9.999
1987-09-07,3.34,26.8,27.3,27.8,9.133
1987-09-08,16.37,27,27.5,28,8.351
1987-09-09,18.83,26.6,27.1,27.6,9.311
1987-09-10,5.34,26.8,27.3,27.8,8.75
1987-09-11,9.48,26.8,27.3,27.8,7.637
1987-09-12,1.21,25.85,26.35,26.85,7.187
1987-09-13,15.71,27,27.5,28,6.958
1987-09-14,3.07,24.55,25.05,25.55,6.813
1987-09-15,10.17,25.65,26.15,26.65,6.669
