num_correct,num_samples,loss,client_id,round_number
1,344,4.13472048441569,f0000_14,0
1,364,4.132250865300496,f0002_01,0
1,284,4.135368347167969,f0004_09,0
1,342,4.130959113438924,f0006_12,0
1,377,4.13328488667806,f0008_45,0
1,372,4.131080865859985,f0001_41,0
1,358,4.131266832351685,f0003_42,0
0,316,4.1352893829345705,f0005_26,0
0,338,4.131905237833659,f0007_14,0
1,340,4.1349170207977295,f0009_06,0
23,344,3.7311634620030723,f0000_14,1
26,364,3.683995008468628,f0002_01,1
22,284,3.6978366374969482,f0004_09,1
19,342,3.6828377644220986,f0006_12,1
20,377,3.6816182136535645,f0008_45,1
19,372,3.689406077067057,f0001_41,1
24,358,3.727688749631246,f0003_42,1
25,316,3.6682993888854982,f0005_26,1
23,338,3.9222320318222046,f0007_14,1
26,340,3.6863083044687905,f0009_06,1
23,344,3.6948994795481362,f0000_14,2
25,364,3.6522008975346885,f0002_01,2
21,284,3.676225519180298,f0004_09,2
19,342,3.67074716091156,f0006_12,2
20,377,3.652808427810669,f0008_45,2
19,372,3.6647168000539145,f0001_41,2
21,358,3.6831268469492593,f0003_42,2
22,316,3.611861562728882,f0005_26,2
23,338,3.924596627553304,f0007_14,2
26,340,3.6543593406677246,f0009_06,2
38,372,3.620673576990763,f0001_41,3
45,358,3.601575573285421,f0003_42,3
53,316,3.5023491859436033,f0005_26,3
44,338,3.9371647040049234,f0007_14,3
16,340,3.6392018795013428,f0009_06,3
45,344,3.645263910293579,f0000_14,3
47,364,3.5836451848347983,f0002_01,3
24,284,3.600667381286621,f0004_09,3
25,342,3.6342196464538574,f0006_12,3
52,377,3.5677659114201865,f0008_45,3
25,344,3.5821433067321777,f0000_14,4
34,364,3.5068819522857666,f0002_01,4
25,284,3.5208614826202393,f0004_09,4
19,342,3.5296592712402344,f0006_12,4
25,377,3.513114094734192,f0008_45,4
22,372,3.5515766541163125,f0001_41,4
35,358,3.558318535486857,f0003_42,4
28,316,3.4783229351043703,f0005_26,4
24,338,3.765196760495504,f0007_14,4
27,340,3.5635633865992227,f0009_06,4
59,344,3.2882715463638306,f0000_14,5
124,364,3.091269771258036,f0002_01,5
78,284,3.0690799236297606,f0004_09,5
48,342,3.1963448524475098,f0006_12,5
97,377,3.1046559810638428,f0008_45,5
55,372,3.2291284799575806,f0001_41,5
120,358,3.1461657683054605,f0003_42,5
105,316,3.0558923721313476,f0005_26,5
64,338,3.4518311818440757,f0007_14,5
38,340,3.376208543777466,f0009_06,5
141,372,2.4469089905420938,f0001_41,6
165,358,2.455994168917338,f0003_42,6
126,316,2.4200360774993896,f0005_26,6
95,338,3.0890814463297525,f0007_14,6
75,340,2.806270162264506,f0009_06,6
103,344,2.7557241121927896,f0000_14,6
164,364,2.389760156472524,f0002_01,6
98,284,2.5484665870666503,f0004_09,6
97,342,2.5510350863138833,f0006_12,6
216,377,2.1945764422416687,f0008_45,6
145,344,2.2442227602005005,f0000_14,7
194,364,1.8850696682929993,f0002_01,7
106,284,2.3759806156158447,f0004_09,7
112,342,2.1997349858283997,f0006_12,7
260,377,1.5471492807070415,f0008_45,7
191,372,1.8152324954668682,f0001_41,7
207,358,1.9042122960090637,f0003_42,7
125,316,2.255358123779297,f0005_26,7
129,338,2.446913222471873,f0007_14,7
84,340,2.618653337160746,f0009_06,7
158,344,1.9050824840863545,f0000_14,8
233,364,1.360494613647461,f0002_01,8
132,284,2.077401542663574,f0004_09,8
139,342,1.9624324838320415,f0006_12,8
271,377,1.205407589673996,f0008_45,8
197,372,1.6728051503499348,f0001_41,8
267,358,1.22038138906161,f0003_42,8
173,316,1.6591100215911865,f0005_26,8
124,338,2.570362468560537,f0007_14,8
94,340,2.4851306279500327,f0009_06,8
176,344,1.5721698602040608,f0000_14,9
220,364,1.4729657967885335,f0002_01,9
136,284,2.002236342430115,f0004_09,9
178,342,1.4888952771822612,f0006_12,9
310,377,0.8871375024318695,f0008_45,9
255,372,1.1908970375855763,f0001_41,9
211,358,1.5475341478983562,f0003_42,9
129,316,2.2705835819244387,f0005_26,9
165,338,1.7993013858795166,f0007_14,9
158,340,1.7987916270891826,f0009_06,9
190,344,1.412109871705373,f0000_14,10
259,364,0.9936468998591105,f0002_01,10
154,284,1.7888136386871338,f0004_09,10
193,342,1.4257323741912842,f0006_12,10
316,377,0.6154796232779821,f0008_45,10
264,372,1.0179227391878765,f0001_41,10
274,358,1.0618938704331715,f0003_42,10
193,316,1.509091567993164,f0005_26,10
161,338,1.9883706172307332,f0007_14,10
136,340,1.9802708625793457,f0009_06,10
