,client_id,flops,num_samples
0,5f9cd2eb,,146
1,893705bb,,210
2,cce7416f,,200
3,ef3367d9,,148
4,ddedba85,,180
5,2aca1e72,,188
6,b5cf6ea8,,177
7,c1d39ce8,,164
8,4c6167ca,,148
9,c50f55b8,,252
